application_id,country_of_applicant,application_date,education_of_employee,has_job_experience,requires_job_training,visa_type,processing_center,processing_time_days,case_status,destination_country,job_offer,years_experience,documents_complete,previous_visa_rejections,processing_days,visa_status
91809,India,6/24/2024 1:46,Bachelor's,Y,Y,Student,Center D,126,Certified,Canada,,,No,1,15,Rejected
91810,India,12/7/2024 22:28,High School,Y,N,Business,Center A,167,Certified,Germany,,,Yes,0,40,Pending
91811,India,1/7/2025 10:10,Master's,N,Y,Business,Center C,107,Certified,Canada,,,Yes,0,33,Pending
91812,India,7/27/2024 5:59,Diploma,N,Y,Business,Center C,296,Denied,Australia,,,Yes,0,25,Pending
91813,India,1/22/2024 22:09,Bachelor's,Y,N,Tourist,Center D,40,Certified,Canada,,,No,2,53,Rejected
91814,India,12/26/2025 1:23,Diploma,Y,Y,Tourist,Center D,231,Certified,Singapore,,,Yes,1,27,Pending
91815,India,3/21/2024 7:16,Bachelor's,Y,N,Tourist,Center B,221,Certified,Canada,,,No,0,13,Rejected
91816,India,2/7/2024 0:55,High School,Y,N,Work,Center A,213,Certified,UAE,Yes,9,Yes,1,58,Pending
91817,India,11/9/2025 10:23,High School,Y,N,Work,Center C,259,Denied,Canada,No,8,Yes,0,35,Pending
91818,India,1/21/2024 1:41,PhD,N,N,Work,Center A,285,Certified,Australia,No,10,No,1,59,Rejected
91819,India,4/16/2024 20:09,Diploma,N,Y,Business,Center C,154,Denied,UK,,,Yes,1,24,Approved
91820,India,10/23/2025 12:46,PhD,Y,Y,Work,Center C,69,Certified,USA,No,6,Yes,0,38,Pending
91821,India,5/18/2025 23:47,Diploma,Y,N,Student,Center A,60,Certified,Germany,,,No,1,15,Rejected
91822,India,6/4/2024 8:59,Bachelor's,Y,N,Business,Center A,214,Denied,Germany,,,Yes,2,57,Rejected
91823,India,3/16/2025 2:51,Master's,Y,Y,Business,Center D,229,Certified,Australia,,,No,1,7,Rejected
91824,India,2/23/2024 5:28,Diploma,N,N,Tourist,Center D,236,Certified,USA,,,No,2,49,Rejected
91825,India,1/31/2025 20:53,High School,Y,N,Student,Center C,307,Certified,Canada,,,No,2,7,Rejected
91826,India,12/18/2025 1:01,Master's,N,N,Work,Center D,19,Certified,Singapore,No,3,Yes,2,23,Rejected
91827,India,7/22/2024 11:43,Bachelor's,N,N,Student,Center C,176,Certified,Singapore,,,Yes,2,46,Rejected
91828,India,9/18/2025 6:36,Bachelor's,Y,N,Work,Center A,124,Denied,UAE,No,0,No,1,50,Rejected
91829,India,2/19/2026 12:59,Master's,Y,N,Tourist,Center A,145,Certified,Germany,,,Yes,1,51,Pending
91830,India,5/29/2024 19:26,High School,Y,N,Work,Center A,95,Certified,Singapore,No,2,Yes,0,50,Pending
91831,India,4/26/2025 23:48,High School,N,N,Student,Center B,277,Denied,Canada,,,Yes,1,40,Pending
91832,India,2/11/2025 1:47,High School,Y,N,Work,Center C,178,Certified,UAE,No,12,Yes,1,47,Pending
91833,India,9/24/2025 22:16,Master's,Y,N,Student,Center C,193,Certified,Australia,,,No,1,40,Rejected
91834,India,2/25/2024 10:47,Diploma,N,Y,Work,Center D,363,Certified,UAE,Yes,2,No,1,46,Rejected
91835,India,5/29/2025 21:10,PhD,Y,N,Work,Center A,167,Certified,Australia,No,5,Yes,0,50,Pending
91836,India,9/25/2025 3:11,Bachelor's,Y,N,Student,Center D,341,Certified,UAE,,,No,2,44,Rejected
91837,India,5/9/2025 4:25,Diploma,Y,Y,Work,Center C,132,Certified,Australia,No,4,Yes,2,34,Rejected
91838,India,1/1/2025 15:30,Diploma,Y,N,Work,Center C,17,Certified,UK,No,6,Yes,2,53,Rejected
91839,India,1/20/2024 19:02,Diploma,N,Y,Student,Center A,115,Certified,Australia,,,Yes,1,28,Pending
91840,India,6/14/2025 23:52,PhD,N,N,Student,Center B,327,Denied,Canada,,,Yes,0,22,Approved
91841,India,2/20/2026 19:40,Bachelor's,Y,N,Business,Center B,169,Certified,UK,,,No,1,21,Rejected
91842,India,9/8/2024 18:15,PhD,N,Y,Work,Center B,300,Certified,Canada,No,9,Yes,1,52,Pending
91843,India,7/16/2024 19:41,Bachelor's,N,N,Student,Center D,289,Certified,UAE,,,Yes,0,13,Approved
91844,India,1/15/2025 7:51,PhD,Y,N,Student,Center B,73,Certified,Australia,,,Yes,0,13,Approved
91845,India,1/28/2024 1:23,PhD,Y,Y,Student,Center D,60,Certified,UK,,,No,2,42,Rejected
91846,India,8/21/2025 3:24,PhD,Y,N,Business,Center C,192,Certified,UAE,,,No,0,56,Rejected
91847,India,5/18/2024 22:12,Bachelor's,Y,N,Business,Center D,15,Certified,USA,,,Yes,0,53,Pending
91848,India,8/13/2025 5:32,PhD,Y,N,Business,Center B,349,Certified,Australia,,,No,2,36,Rejected
91849,India,12/3/2025 16:31,Bachelor's,N,N,Work,Center D,240,Certified,Singapore,No,1,Yes,1,35,Pending
91850,India,9/7/2024 11:39,Master's,N,Y,Student,Center D,105,Certified,UK,,,Yes,0,11,Approved
91851,India,3/12/2025 21:38,High School,Y,N,Work,Center C,117,Certified,UAE,No,6,Yes,1,27,Pending
91852,India,8/1/2024 2:57,Master's,Y,N,Tourist,Center B,127,Certified,UK,,,Yes,2,29,Rejected
91853,India,7/31/2024 21:58,High School,N,Y,Business,Center D,247,Certified,UK,,,Yes,1,39,Pending
91854,India,10/27/2024 15:44,PhD,Y,Y,Work,Center A,240,Certified,Germany,No,3,No,2,8,Rejected
91855,India,2/12/2024 15:13,Master's,Y,N,Tourist,Center D,223,Certified,UK,,,Yes,1,17,Approved
91856,India,8/16/2024 5:46,Bachelor's,Y,Y,Tourist,Center C,11,Certified,USA,,,Yes,2,26,Rejected
91857,India,3/13/2025 11:16,Diploma,Y,N,Tourist,Center A,20,Certified,Australia,,,No,0,25,Rejected
91858,India,4/20/2024 23:54,High School,Y,N,Work,Center D,140,Certified,Australia,No,0,No,1,33,Rejected
91859,India,5/5/2024 7:32,Diploma,Y,N,Tourist,Center C,85,Certified,Australia,,,Yes,0,52,Pending
91860,India,12/1/2025 4:51,Diploma,Y,N,Tourist,Center B,358,Certified,UK,,,No,0,32,Rejected
91861,India,1/8/2024 21:50,High School,Y,N,Work,Center A,156,Certified,Australia,No,1,No,1,17,Rejected
91862,India,2/16/2026 4:36,PhD,Y,N,Student,Center D,12,Certified,USA,,,No,0,27,Rejected
91863,India,8/8/2024 13:04,Master's,Y,Y,Student,Center B,100,Certified,Singapore,,,Yes,0,35,Pending
91864,India,11/30/2024 14:48,Bachelor's,Y,N,Work,Center C,352,Certified,Singapore,No,7,Yes,0,24,Approved
91865,India,2/20/2026 4:05,Master's,Y,Y,Tourist,Center A,140,Certified,Germany,,,No,2,8,Rejected
91866,India,3/18/2025 7:29,High School,Y,N,Business,Center D,221,Certified,USA,,,No,1,20,Rejected
91867,India,4/22/2024 23:13,PhD,N,N,Business,Center C,221,Certified,Germany,,,Yes,1,10,Approved
91868,India,4/10/2024 1:16,PhD,Y,Y,Student,Center B,292,Certified,Australia,,,Yes,1,30,Pending
91869,India,5/29/2025 9:47,Master's,N,N,Business,Center C,271,Certified,Singapore,,,Yes,0,54,Pending
91870,India,1/18/2025 10:53,Master's,Y,Y,Work,Center C,194,Denied,UAE,Yes,5,No,1,43,Rejected
91871,India,8/18/2025 0:32,Diploma,Y,N,Business,Center A,327,Denied,Canada,,,No,0,30,Rejected
91872,India,2/13/2024 1:55,Master's,Y,Y,Tourist,Center C,24,Certified,Singapore,,,No,2,39,Rejected
91873,India,7/6/2024 9:09,Master's,N,Y,Tourist,Center B,345,Certified,Singapore,,,Yes,2,25,Rejected
91874,India,7/5/2025 4:22,Bachelor's,Y,Y,Business,Center A,199,Certified,Germany,,,Yes,2,35,Rejected
91875,India,8/31/2025 4:44,Diploma,Y,Y,Student,Center B,234,Certified,USA,,,No,0,9,Rejected
91876,India,1/1/2026 10:27,Diploma,Y,Y,Student,Center A,351,Certified,USA,,,Yes,0,43,Pending
91877,India,11/18/2025 17:20,Diploma,Y,N,Tourist,Center B,41,Certified,UAE,,,Yes,0,18,Approved
91878,India,9/12/2024 1:41,Diploma,Y,N,Work,Center A,304,Certified,Singapore,No,7,No,0,53,Rejected
91879,India,9/8/2025 23:16,Diploma,N,N,Work,Center D,310,Certified,Singapore,Yes,12,No,2,33,Rejected
91880,India,9/15/2025 18:52,Master's,Y,N,Business,Center B,346,Certified,Canada,,,Yes,2,53,Rejected
91881,India,1/28/2025 23:42,Diploma,Y,N,Tourist,Center A,317,Certified,Germany,,,Yes,2,17,Rejected
91882,India,1/8/2024 10:36,PhD,Y,N,Student,Center B,104,Denied,Germany,,,Yes,1,45,Pending
91883,India,1/15/2025 6:57,Master's,Y,Y,Work,Center D,218,Denied,USA,No,11,Yes,1,22,Approved
91884,India,5/24/2025 19:14,Bachelor's,Y,N,Work,Center B,214,Certified,Germany,Yes,14,No,1,20,Rejected
91885,India,5/18/2024 16:24,High School,Y,N,Student,Center D,12,Denied,Canada,,,No,2,58,Rejected
91886,India,1/9/2024 5:17,High School,Y,N,Student,Center C,282,Certified,Germany,,,Yes,2,15,Rejected
91887,India,4/1/2024 23:04,High School,Y,Y,Business,Center B,242,Certified,Germany,,,No,1,43,Rejected
91888,India,5/27/2025 7:10,Diploma,Y,Y,Student,Center C,362,Certified,Canada,,,Yes,2,36,Rejected
91889,India,4/26/2024 23:22,High School,Y,Y,Business,Center B,237,Certified,Australia,,,Yes,1,8,Approved
91890,India,11/9/2025 9:30,PhD,N,N,Business,Center C,33,Certified,Germany,,,No,0,20,Rejected
91891,India,11/24/2024 3:58,Diploma,N,N,Work,Center C,329,Certified,UAE,Yes,14,No,2,19,Rejected
91892,India,11/23/2025 13:45,High School,Y,N,Business,Center A,13,Certified,USA,,,No,0,29,Rejected
91893,India,2/6/2026 0:33,PhD,Y,N,Tourist,Center D,94,Certified,UK,,,No,2,29,Rejected
91894,India,3/12/2025 12:51,Bachelor's,N,Y,Business,Center D,197,Certified,USA,,,No,0,25,Rejected
91895,India,2/10/2025 0:03,High School,Y,N,Work,Center C,110,Certified,Singapore,No,5,Yes,2,48,Rejected
91896,India,12/4/2024 0:25,Diploma,Y,N,Business,Center C,343,Certified,UAE,,,No,2,37,Rejected
91897,India,5/21/2024 14:37,High School,Y,Y,Work,Center C,338,Certified,USA,No,1,Yes,2,12,Rejected
91898,India,7/27/2024 4:52,Bachelor's,Y,N,Tourist,Center A,141,Denied,Australia,,,Yes,1,49,Pending
91899,India,8/29/2025 22:22,Bachelor's,N,N,Tourist,Center B,265,Certified,Australia,,,No,1,49,Rejected
91900,India,6/2/2024 8:53,Bachelor's,Y,Y,Work,Center C,83,Certified,USA,No,14,No,1,25,Rejected
91901,India,11/26/2025 14:29,Diploma,Y,Y,Tourist,Center C,137,Certified,Germany,,,No,1,25,Rejected
91902,India,4/5/2025 20:11,Diploma,Y,Y,Tourist,Center C,314,Certified,Singapore,,,Yes,1,52,Pending
91903,India,3/24/2024 5:42,Diploma,N,N,Business,Center B,210,Certified,USA,,,Yes,2,31,Rejected
91904,India,11/3/2025 3:06,PhD,N,N,Work,Center B,124,Denied,UAE,No,5,Yes,0,9,Approved
91905,India,12/23/2025 11:02,High School,Y,Y,Student,Center B,215,Denied,Germany,,,Yes,2,10,Rejected
91906,India,2/23/2025 21:04,PhD,Y,N,Business,Center D,200,Certified,Canada,,,Yes,2,18,Rejected
91907,India,2/8/2025 18:03,Diploma,N,N,Student,Center B,109,Denied,Singapore,,,No,2,42,Rejected
91908,India,11/29/2024 23:05,Diploma,N,N,Student,Center C,359,Certified,Canada,,,No,1,24,Rejected
91909,India,9/12/2025 0:51,Bachelor's,Y,N,Work,Center B,118,Certified,Singapore,No,7,No,1,58,Rejected
91910,India,8/2/2024 4:06,Diploma,N,Y,Work,Center B,243,Denied,Australia,Yes,8,Yes,1,17,Approved
91911,India,5/3/2024 23:48,Bachelor's,Y,Y,Tourist,Center C,35,Certified,UK,,,No,2,35,Rejected
91912,India,9/9/2025 5:27,Diploma,Y,N,Work,Center A,184,Certified,UK,No,4,Yes,0,54,Pending
91913,India,2/7/2025 16:03,High School,Y,Y,Tourist,Center D,133,Denied,UAE,,,No,2,52,Rejected
91914,India,7/28/2025 17:00,High School,Y,N,Student,Center D,148,Certified,Australia,,,Yes,2,36,Rejected
91915,India,8/12/2025 23:27,Bachelor's,Y,N,Student,Center D,316,Certified,Canada,,,Yes,2,31,Rejected
91916,India,2/6/2024 10:15,Master's,Y,Y,Business,Center B,189,Certified,Australia,,,No,0,30,Rejected
91917,India,12/29/2024 7:12,Bachelor's,N,N,Tourist,Center B,261,Denied,Canada,,,Yes,0,20,Approved
91918,India,9/29/2024 19:32,Master's,Y,N,Work,Center B,257,Certified,Germany,No,2,Yes,2,56,Rejected
91919,India,3/9/2025 12:10,PhD,N,N,Business,Center C,31,Denied,UAE,,,Yes,2,37,Rejected
91920,India,12/17/2025 13:31,PhD,N,N,Business,Center A,203,Certified,Singapore,,,Yes,1,12,Approved
91921,India,7/27/2025 2:02,Diploma,N,N,Work,Center C,201,Denied,Canada,No,4,Yes,1,53,Pending
91922,India,4/3/2024 16:12,PhD,N,N,Business,Center C,202,Certified,Singapore,,,Yes,1,54,Pending
91923,India,7/11/2025 17:34,Diploma,N,Y,Student,Center A,311,Certified,Canada,,,No,1,53,Rejected
91924,India,5/14/2024 12:20,PhD,Y,Y,Work,Center D,116,Certified,Canada,No,0,No,2,7,Rejected
91925,India,2/4/2025 22:41,PhD,N,Y,Business,Center C,318,Certified,UK,,,No,1,33,Rejected
91926,India,6/11/2025 17:06,Diploma,N,N,Business,Center C,11,Certified,Canada,,,No,0,33,Rejected
91927,India,10/9/2025 17:11,PhD,Y,Y,Student,Center D,279,Certified,USA,,,No,1,38,Rejected
91928,India,1/31/2025 21:55,High School,Y,N,Student,Center C,153,Certified,Germany,,,Yes,1,19,Approved
91929,India,12/28/2024 8:10,PhD,Y,N,Business,Center B,216,Certified,Singapore,,,Yes,1,44,Pending
91930,India,4/19/2024 0:35,High School,Y,N,Tourist,Center B,112,Certified,UK,,,Yes,2,53,Rejected
91931,India,7/4/2025 8:31,Bachelor's,Y,N,Business,Center A,250,Certified,Singapore,,,Yes,2,52,Rejected
91932,India,6/25/2024 20:17,Master's,N,Y,Business,Center B,246,Certified,USA,,,Yes,1,11,Approved
91933,India,9/20/2025 17:10,PhD,Y,N,Tourist,Center A,33,Certified,UK,,,No,0,25,Rejected
91934,India,3/1/2025 0:56,Diploma,Y,Y,Business,Center D,199,Certified,UK,,,Yes,0,26,Pending
91935,India,5/20/2024 6:00,Bachelor's,N,N,Business,Center B,254,Certified,USA,,,Yes,0,24,Approved
91936,India,3/10/2025 15:48,Master's,N,N,Student,Center D,32,Certified,Singapore,,,No,0,20,Rejected
91937,India,2/1/2024 3:05,Master's,Y,Y,Student,Center C,291,Certified,Australia,,,Yes,2,34,Rejected
91938,India,4/3/2025 7:46,Bachelor's,N,N,Tourist,Center D,253,Certified,UAE,,,No,2,32,Rejected
91939,India,7/21/2025 0:47,Bachelor's,Y,N,Business,Center C,120,Certified,UAE,,,Yes,1,17,Approved
91940,India,11/23/2024 15:23,PhD,Y,Y,Student,Center B,301,Certified,UAE,,,No,1,16,Rejected
91941,India,3/20/2025 8:21,Bachelor's,Y,N,Work,Center D,135,Certified,Australia,Yes,7,No,1,13,Rejected
91942,India,2/20/2025 14:23,Diploma,Y,Y,Student,Center C,192,Denied,Canada,,,No,0,15,Rejected
91943,India,1/23/2026 10:04,Master's,N,N,Business,Center A,222,Denied,USA,,,Yes,2,40,Rejected
91944,India,9/17/2024 5:01,High School,Y,Y,Business,Center A,200,Certified,Canada,,,No,1,42,Rejected
91945,India,11/20/2024 2:01,Diploma,Y,Y,Student,Center B,124,Certified,UAE,,,No,1,48,Rejected
91946,India,1/10/2026 22:23,Bachelor's,N,Y,Work,Center D,276,Certified,Australia,Yes,6,Yes,2,47,Rejected
91947,India,12/16/2025 3:00,Bachelor's,Y,Y,Student,Center C,364,Certified,USA,,,Yes,1,18,Approved
91948,India,12/16/2025 5:22,Master's,Y,Y,Student,Center D,140,Certified,USA,,,Yes,0,57,Pending
91949,India,5/13/2024 20:58,PhD,Y,N,Work,Center A,163,Certified,USA,No,12,Yes,0,31,Pending
91950,India,11/14/2024 15:24,PhD,Y,N,Work,Center B,169,Certified,Canada,Yes,4,Yes,1,35,Pending
91951,India,1/17/2024 0:30,High School,Y,Y,Student,Center C,128,Certified,UK,,,No,2,42,Rejected
91952,India,12/5/2024 7:21,Master's,Y,N,Work,Center B,26,Certified,UK,Yes,3,Yes,2,50,Rejected
91953,India,4/8/2025 16:32,Master's,Y,N,Tourist,Center A,347,Certified,UAE,,,Yes,1,19,Approved
91954,India,8/4/2025 10:50,Master's,N,N,Student,Center A,174,Certified,UK,,,No,1,8,Rejected
91955,India,3/21/2024 16:04,PhD,Y,N,Student,Center B,111,Denied,Singapore,,,Yes,0,28,Pending
91956,India,9/27/2025 11:10,Bachelor's,N,N,Student,Center B,75,Denied,USA,,,Yes,1,15,Approved
91957,India,3/27/2025 14:40,Master's,Y,N,Tourist,Center B,302,Certified,Australia,,,No,2,21,Rejected
91958,India,12/22/2024 9:54,High School,N,Y,Business,Center D,293,Certified,Canada,,,No,1,26,Rejected
91959,India,7/22/2024 3:13,Master's,N,N,Student,Center A,84,Certified,Canada,,,No,0,48,Rejected
91960,India,2/14/2026 5:33,Master's,N,N,Work,Center A,158,Denied,Australia,Yes,11,No,2,24,Rejected
91961,India,2/9/2024 0:17,Diploma,Y,Y,Tourist,Center C,48,Certified,UK,,,Yes,0,50,Pending
91962,India,4/6/2024 20:36,Bachelor's,Y,N,Tourist,Center B,281,Certified,UAE,,,No,2,21,Rejected
91963,India,2/11/2026 20:17,Diploma,Y,N,Tourist,Center A,170,Certified,Germany,,,No,1,28,Rejected
91964,India,10/18/2024 19:42,Bachelor's,N,Y,Tourist,Center D,361,Certified,Australia,,,Yes,2,49,Rejected
91965,India,12/30/2025 3:51,High School,Y,N,Tourist,Center D,330,Certified,UK,,,Yes,1,11,Approved
91966,India,3/4/2024 3:19,Bachelor's,N,N,Student,Center C,102,Certified,USA,,,Yes,2,37,Rejected
91967,India,6/26/2024 5:16,High School,Y,N,Work,Center C,142,Certified,Australia,Yes,10,No,1,45,Rejected
91968,India,10/7/2025 6:43,PhD,N,Y,Student,Center C,46,Certified,UK,,,Yes,2,27,Rejected
91969,India,12/7/2025 2:04,PhD,N,Y,Tourist,Center C,271,Certified,Canada,,,No,0,46,Rejected
91970,India,2/26/2026 13:37,PhD,N,N,Tourist,Center C,78,Certified,Germany,,,No,1,8,Rejected
91971,India,12/4/2025 2:27,High School,N,Y,Work,Center B,201,Denied,Germany,Yes,3,Yes,0,17,Approved
91972,India,10/31/2025 23:31,High School,Y,N,Tourist,Center B,8,Certified,Germany,,,Yes,2,21,Rejected
91973,India,12/3/2024 2:14,Bachelor's,Y,N,Tourist,Center D,163,Denied,UK,,,Yes,1,56,Pending
91974,India,1/21/2026 7:28,Master's,Y,Y,Work,Center D,259,Certified,UK,No,5,No,0,34,Rejected
91975,India,5/9/2024 6:51,Bachelor's,N,N,Tourist,Center A,202,Denied,USA,,,Yes,2,7,Rejected
91976,India,5/2/2025 21:07,High School,Y,Y,Tourist,Center B,80,Certified,Germany,,,No,2,16,Rejected
91977,India,1/12/2026 7:28,PhD,Y,Y,Tourist,Center C,29,Denied,Singapore,,,Yes,1,23,Approved
91978,India,7/20/2024 8:38,Master's,Y,Y,Business,Center A,124,Denied,Canada,,,Yes,2,51,Rejected
91979,India,2/21/2025 14:27,Bachelor's,Y,N,Tourist,Center A,334,Certified,UAE,,,No,0,45,Rejected
91980,India,5/4/2024 20:20,Master's,Y,N,Work,Center A,197,Certified,Germany,Yes,13,Yes,0,37,Pending
91981,India,12/4/2024 6:14,High School,Y,Y,Business,Center A,158,Certified,Australia,,,Yes,0,34,Pending
91982,India,10/18/2024 5:16,Master's,Y,N,Student,Center D,97,Denied,Australia,,,Yes,0,15,Approved
91983,India,2/7/2024 9:46,Diploma,Y,Y,Business,Center B,100,Certified,Canada,,,Yes,1,55,Pending
91984,India,8/9/2024 22:54,PhD,Y,N,Student,Center A,211,Certified,UK,,,Yes,2,56,Rejected
91985,India,10/6/2024 2:26,High School,Y,N,Business,Center D,278,Certified,UAE,,,No,1,11,Rejected
91986,India,11/16/2025 23:51,PhD,N,N,Work,Center A,323,Certified,Singapore,No,8,No,0,42,Rejected
91987,India,1/3/2025 18:33,High School,Y,N,Work,Center D,217,Certified,Germany,Yes,6,No,2,59,Rejected
91988,India,9/19/2025 10:44,Bachelor's,Y,Y,Tourist,Center A,181,Certified,UAE,,,No,0,22,Rejected
91989,India,4/26/2024 4:36,PhD,Y,Y,Tourist,Center C,357,Certified,Australia,,,No,0,10,Rejected
91990,India,8/17/2024 15:22,Master's,Y,N,Student,Center B,319,Certified,Canada,,,Yes,1,46,Pending
91991,India,3/6/2025 17:19,PhD,N,Y,Work,Center C,301,Certified,Singapore,No,5,Yes,2,30,Rejected
91992,India,1/5/2025 23:58,Master's,Y,Y,Tourist,Center A,334,Certified,Singapore,,,Yes,0,10,Approved
91993,India,4/24/2025 12:54,High School,N,N,Student,Center D,203,Certified,USA,,,No,0,44,Rejected
91994,India,11/7/2024 20:31,Diploma,Y,Y,Work,Center B,26,Certified,Australia,No,3,Yes,1,33,Pending
91995,India,5/1/2025 14:17,Master's,Y,N,Work,Center A,131,Certified,Australia,No,8,No,0,56,Rejected
91996,India,1/7/2024 7:00,Master's,Y,N,Business,Center D,245,Certified,Germany,,,Yes,2,43,Rejected
91997,India,3/23/2024 19:30,Bachelor's,Y,N,Student,Center C,332,Certified,UK,,,Yes,1,37,Pending
91998,India,1/16/2026 4:43,Diploma,Y,Y,Work,Center C,212,Certified,Australia,Yes,12,Yes,0,46,Pending
91999,India,3/3/2025 8:29,High School,Y,Y,Business,Center A,106,Denied,Australia,,,Yes,2,35,Rejected
92000,India,1/21/2024 16:10,Bachelor's,Y,Y,Business,Center C,85,Certified,Singapore,,,No,1,39,Rejected
92001,India,6/27/2025 6:45,Bachelor's,Y,N,Work,Center D,19,Certified,Germany,Yes,11,Yes,0,17,Approved
92002,India,2/7/2026 10:58,Bachelor's,Y,Y,Work,Center D,347,Certified,UK,Yes,4,No,0,49,Rejected
92003,India,3/17/2025 18:04,PhD,Y,N,Work,Center D,361,Denied,UAE,Yes,6,Yes,0,49,Pending
92004,India,3/14/2025 8:57,Master's,Y,Y,Work,Center C,341,Certified,USA,Yes,13,Yes,2,46,Rejected
92005,India,3/7/2025 0:43,Bachelor's,Y,Y,Tourist,Center B,210,Denied,UAE,,,Yes,0,51,Pending
92006,India,2/5/2026 23:10,Diploma,Y,N,Tourist,Center C,143,Certified,Singapore,,,Yes,2,49,Rejected
92007,India,3/12/2025 1:47,Master's,Y,Y,Business,Center D,301,Denied,USA,,,Yes,0,55,Pending
92008,India,10/1/2024 14:27,High School,N,N,Tourist,Center A,125,Denied,USA,,,No,0,58,Rejected
92009,India,11/8/2025 18:42,PhD,Y,Y,Business,Center D,122,Certified,USA,,,Yes,1,17,Approved
92010,India,8/25/2024 22:34,Diploma,Y,Y,Work,Center D,144,Certified,UK,No,10,No,0,59,Rejected
92011,India,8/28/2025 8:38,PhD,Y,Y,Business,Center D,140,Certified,USA,,,No,1,43,Rejected
92012,India,2/16/2025 22:10,Bachelor's,Y,Y,Student,Center D,180,Certified,Germany,,,Yes,1,42,Pending
92013,India,4/21/2024 4:01,Master's,N,N,Student,Center C,143,Certified,Germany,,,No,1,48,Rejected
92014,India,7/22/2024 0:28,Master's,Y,Y,Student,Center A,279,Certified,Germany,,,No,0,14,Rejected
92015,India,9/29/2025 21:19,High School,Y,N,Business,Center D,268,Certified,Singapore,,,No,2,11,Rejected
92016,India,11/27/2024 6:24,PhD,Y,N,Student,Center A,173,Certified,USA,,,No,1,34,Rejected
92017,India,9/18/2025 18:46,Bachelor's,N,N,Tourist,Center C,232,Certified,Germany,,,Yes,1,55,Pending
92018,India,2/2/2026 8:35,PhD,N,Y,Business,Center C,140,Certified,Singapore,,,No,1,46,Rejected
92019,India,5/4/2024 4:52,Bachelor's,Y,N,Tourist,Center D,163,Denied,Germany,,,Yes,1,12,Approved
92020,India,12/19/2024 3:44,Diploma,Y,N,Business,Center A,51,Certified,Canada,,,No,1,37,Rejected
92021,India,6/16/2024 16:54,Diploma,N,N,Tourist,Center D,291,Certified,USA,,,Yes,0,20,Approved
92022,India,7/24/2025 11:14,High School,Y,N,Work,Center D,231,Denied,Germany,Yes,14,No,2,42,Rejected
92023,India,8/7/2025 3:21,PhD,N,Y,Work,Center D,350,Certified,UAE,Yes,4,Yes,0,59,Pending
92024,India,2/9/2025 15:41,PhD,N,N,Work,Center D,323,Certified,UK,Yes,3,Yes,2,22,Rejected
92025,India,1/16/2024 23:35,PhD,Y,Y,Work,Center A,329,Certified,Germany,No,8,No,2,21,Rejected
92026,India,3/16/2025 6:25,PhD,Y,Y,Work,Center C,339,Certified,Canada,No,14,No,2,34,Rejected
92027,India,11/4/2025 11:54,Master's,Y,Y,Work,Center A,20,Certified,UK,No,12,Yes,1,39,Pending
92028,India,5/14/2025 16:26,PhD,Y,Y,Student,Center B,304,Certified,UK,,,Yes,0,45,Pending
92029,India,4/19/2025 16:11,High School,Y,Y,Business,Center C,60,Certified,UAE,,,No,1,53,Rejected
92030,India,4/8/2024 2:35,PhD,N,N,Tourist,Center C,108,Certified,Singapore,,,Yes,2,36,Rejected
92031,India,1/28/2026 5:42,PhD,Y,N,Business,Center C,108,Denied,Singapore,,,Yes,1,18,Approved
92032,India,5/25/2025 1:37,High School,N,N,Tourist,Center B,53,Certified,UAE,,,Yes,1,33,Pending
92033,India,5/14/2024 21:01,PhD,N,Y,Tourist,Center A,88,Certified,Singapore,,,No,0,32,Rejected
92034,India,1/26/2025 0:37,Diploma,Y,Y,Tourist,Center A,336,Certified,UAE,,,Yes,0,35,Pending
92035,India,8/9/2024 11:48,Master's,Y,N,Tourist,Center D,105,Certified,Singapore,,,No,1,46,Rejected
92036,India,6/24/2025 7:37,Bachelor's,Y,N,Work,Center B,186,Certified,Australia,No,11,No,1,50,Rejected
92037,India,2/26/2024 13:05,High School,Y,N,Business,Center A,332,Certified,Canada,,,Yes,1,40,Pending
92038,India,6/24/2024 1:28,PhD,Y,Y,Work,Center A,7,Certified,Singapore,Yes,1,No,0,28,Rejected
92039,India,9/18/2025 10:36,Diploma,Y,Y,Student,Center C,285,Certified,Canada,,,No,2,52,Rejected
92040,India,9/16/2025 16:27,PhD,N,Y,Work,Center D,337,Certified,Germany,No,4,No,2,41,Rejected
92041,India,5/9/2025 10:02,Diploma,Y,N,Student,Center C,323,Certified,Singapore,,,Yes,1,14,Approved
92042,India,11/15/2025 0:11,Bachelor's,Y,Y,Tourist,Center C,191,Certified,Canada,,,Yes,2,34,Rejected
92043,India,10/24/2025 16:19,High School,Y,N,Business,Center C,288,Denied,UK,,,No,2,18,Rejected
92044,India,6/25/2024 10:12,Diploma,Y,N,Tourist,Center B,66,Certified,UK,,,Yes,0,8,Approved
92045,India,1/27/2024 4:48,Bachelor's,Y,N,Tourist,Center C,80,Certified,Germany,,,No,0,16,Rejected
92046,India,7/6/2024 15:47,Bachelor's,Y,Y,Business,Center D,327,Certified,UK,,,No,2,36,Rejected
92047,India,1/18/2024 0:24,Master's,Y,Y,Work,Center D,201,Certified,Singapore,Yes,8,No,0,26,Rejected
92048,India,3/1/2025 4:04,Bachelor's,N,N,Student,Center D,45,Certified,Germany,,,Yes,0,19,Approved
92049,India,1/15/2026 18:44,Master's,Y,N,Tourist,Center D,203,Certified,UAE,,,Yes,2,14,Rejected
