case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE104017,GlobalSoft,Consultant,50119,2022-09-14,2019-05-31,Approved,Mumbai,TS
CASE104018,InfoSys,AI Engineer,115893,2021-09-17,2021-12-26,Approved,Mumbai,KA
CASE104019,TechCorp,Data Analyst,56167,2018-05-08,2019-09-26,Approved,Bangalore,AP
CASE104020,DataWorks,Software Engineer,150782,2021-07-16,2019-03-18,Denied,Mumbai,AP
CASE104021,NextGen,Project Manager,170775,2019-07-05,2023-07-18,Approved,Hyderabad,MH
CASE104022,DataWorks,Data Analyst,74889,2022-04-08,2023-05-16,Denied,Hyderabad,TS
CASE104023,GlobalSoft,Software Engineer,85678,2022-11-13,2018-10-04,Approved,Mumbai,AP
CASE104024,NextGen,Software Engineer,100262,2021-10-21,2022-07-11,Pending,Chennai,TS
CASE104025,NextGen,Software Engineer,175753,2019-09-11,2023-09-22,Denied,Chennai,AP
CASE104026,TechCorp,Data Analyst,120291,2018-12-14,2020-04-09,Denied,Bangalore,TS
CASE104027,GlobalSoft,Project Manager,106008,2018-05-22,2020-09-01,Approved,Chennai,KA
CASE104028,InfoSys,Project Manager,65912,2021-03-14,2021-07-19,Approved,Pune,TS
CASE104029,TechCorp,Software Engineer,46473,2020-03-02,2021-07-16,Approved,Chennai,TN
CASE104030,TechCorp,Data Analyst,139500,2018-09-02,2021-05-03,Approved,Hyderabad,KA
CASE104031,DataWorks,Software Engineer,78785,2022-01-05,2018-07-25,Approved,Chennai,AP
CASE104032,DataWorks,Consultant,140956,2019-12-04,2020-12-18,Approved,Bangalore,AP
CASE104033,DataWorks,Project Manager,159006,2021-08-06,2021-09-09,Approved,Chennai,MH
CASE104034,TechCorp,AI Engineer,50832,2022-09-11,2019-05-22,Approved,Bangalore,TN
CASE104035,InfoSys,Software Engineer,176457,2021-02-09,2022-10-12,Approved,Pune,MH
CASE104036,NextGen,Consultant,122747,2018-08-02,2022-09-01,Approved,Mumbai,KA
CASE104037,DataWorks,Project Manager,120107,2022-08-01,2018-12-30,Approved,Pune,MH
CASE104038,InfoSys,Data Analyst,105428,2023-03-25,2021-07-25,Approved,Hyderabad,KA
CASE104039,GlobalSoft,Project Manager,126843,2018-07-19,2021-07-18,Denied,Pune,MH
CASE104040,DataWorks,Data Analyst,51002,2019-02-09,2020-08-18,Approved,Pune,TS
CASE104041,NextGen,Data Analyst,107501,2019-02-25,2019-12-16,Approved,Hyderabad,KA
CASE104042,GlobalSoft,Software Engineer,72556,2018-01-07,2019-08-14,Approved,Hyderabad,KA
CASE104043,GlobalSoft,Software Engineer,107963,2023-02-25,2018-06-02,Approved,Mumbai,TS
CASE104044,NextGen,Project Manager,46563,2022-03-29,2020-12-24,Approved,Mumbai,TS
CASE104045,DataWorks,Consultant,45840,2019-08-15,2020-05-19,Pending,Chennai,TN
CASE104046,TechCorp,Project Manager,55154,2018-10-13,2019-03-22,Approved,Bangalore,TS
CASE104047,NextGen,AI Engineer,64194,2019-11-02,2020-01-08,Approved,Hyderabad,MH
CASE104048,NextGen,Data Analyst,63528,2019-01-24,2019-01-12,Approved,Pune,TS
CASE104049,NextGen,Data Analyst,44352,2019-02-20,2023-10-16,Approved,Pune,TS
CASE104050,GlobalSoft,Software Engineer,40184,2020-02-23,2022-10-20,Denied,Mumbai,KA
CASE104051,InfoSys,Consultant,54319,2020-10-03,2020-05-28,Approved,Bangalore,KA
CASE104052,TechCorp,Software Engineer,160497,2022-10-03,2019-07-19,Pending,Hyderabad,TS
CASE104053,DataWorks,AI Engineer,96333,2021-03-19,2022-10-26,Approved,Mumbai,TN
CASE104054,DataWorks,Project Manager,81205,2023-06-07,2023-04-16,Denied,Bangalore,KA
CASE104055,InfoSys,Project Manager,50426,2020-10-11,2019-11-25,Approved,Hyderabad,MH
CASE104056,NextGen,Consultant,47504,2019-03-04,2020-12-07,Approved,Pune,MH
CASE104057,TechCorp,Software Engineer,156775,2023-01-06,2018-02-26,Denied,Pune,TS
CASE104058,DataWorks,Software Engineer,73368,2020-10-01,2020-12-18,Approved,Mumbai,TS
CASE104059,DataWorks,AI Engineer,143841,2021-08-09,2022-09-01,Approved,Bangalore,TN
CASE104060,NextGen,Project Manager,156744,2018-11-30,2022-08-16,Approved,Pune,TS
CASE104061,InfoSys,Software Engineer,48724,2018-09-29,2019-11-01,Approved,Bangalore,AP
CASE104062,TechCorp,Consultant,176156,2020-12-02,2022-11-07,Approved,Mumbai,AP
CASE104063,InfoSys,Project Manager,122297,2022-01-31,2018-03-13,Approved,Chennai,TS
CASE104064,InfoSys,AI Engineer,165099,2018-11-15,2022-10-11,Approved,Bangalore,AP
CASE104065,TechCorp,Consultant,118872,2022-02-24,2023-07-10,Approved,Bangalore,MH
CASE104066,TechCorp,Data Analyst,110333,2019-06-11,2020-01-02,Approved,Mumbai,TS
CASE104067,DataWorks,AI Engineer,42596,2020-01-30,2022-01-24,Approved,Chennai,MH
CASE104068,DataWorks,Consultant,57167,2021-04-10,2023-11-28,Pending,Pune,MH
CASE104069,TechCorp,Software Engineer,127844,2022-10-20,2021-07-05,Approved,Hyderabad,AP
CASE104070,GlobalSoft,Data Analyst,129751,2022-07-31,2023-07-20,Pending,Mumbai,TN
CASE104071,DataWorks,AI Engineer,169817,2018-11-17,2020-08-06,Approved,Hyderabad,MH
CASE104072,GlobalSoft,Software Engineer,120520,2020-01-09,2018-07-14,Approved,Chennai,AP
CASE104073,TechCorp,Data Analyst,98326,2020-12-03,2022-01-19,Approved,Chennai,TN
CASE104074,DataWorks,Project Manager,117670,2022-04-05,2020-12-31,Approved,Bangalore,AP
CASE104075,InfoSys,Software Engineer,64022,2022-07-13,2023-01-25,Approved,Hyderabad,AP
CASE104076,TechCorp,Consultant,124458,2019-03-30,2019-01-01,Approved,Hyderabad,TS
CASE104077,NextGen,AI Engineer,123796,2020-01-16,2023-05-09,Approved,Chennai,KA
CASE104078,GlobalSoft,Data Analyst,150704,2023-06-17,2020-06-29,Pending,Hyderabad,TN
CASE104079,TechCorp,Software Engineer,174598,2023-03-19,2022-01-23,Pending,Pune,AP
CASE104080,TechCorp,Project Manager,84361,2023-03-30,2020-09-28,Approved,Chennai,MH
CASE104081,DataWorks,AI Engineer,78286,2020-07-17,2018-03-01,Approved,Bangalore,MH
CASE104082,DataWorks,AI Engineer,69533,2020-04-27,2022-04-20,Approved,Bangalore,KA
CASE104083,DataWorks,Software Engineer,179771,2020-05-17,2019-08-28,Approved,Bangalore,TN
CASE104084,NextGen,Project Manager,167441,2020-02-13,2018-09-08,Approved,Hyderabad,TS
CASE104085,DataWorks,Data Analyst,137079,2018-03-24,2020-05-06,Approved,Chennai,TN
CASE104086,TechCorp,Software Engineer,140960,2019-06-27,2023-08-06,Denied,Bangalore,MH
CASE104087,DataWorks,Data Analyst,98465,2018-11-18,2022-03-28,Approved,Chennai,MH
CASE104088,InfoSys,AI Engineer,63395,2020-02-25,2020-02-23,Approved,Hyderabad,TS
CASE104089,DataWorks,Data Analyst,144162,2021-06-11,2021-07-30,Denied,Pune,TS
CASE104090,NextGen,Project Manager,170704,2019-06-24,2022-06-06,Approved,Pune,MH
CASE104091,InfoSys,Consultant,115937,2018-09-09,2020-11-16,Approved,Pune,AP
CASE104092,TechCorp,Project Manager,169647,2020-04-15,2022-02-27,Denied,Hyderabad,AP
CASE104093,TechCorp,Data Analyst,160650,2022-11-24,2023-06-15,Approved,Bangalore,TS
CASE104094,GlobalSoft,Software Engineer,170744,2019-03-25,2023-03-08,Approved,Hyderabad,AP
CASE104095,InfoSys,AI Engineer,131512,2021-06-16,2019-04-13,Approved,Chennai,TS
CASE104096,GlobalSoft,Consultant,179830,2019-05-05,2019-05-24,Approved,Pune,TN
CASE104097,InfoSys,Software Engineer,107009,2023-03-21,2020-03-23,Denied,Chennai,TN
CASE104098,InfoSys,Software Engineer,72548,2019-04-09,2020-11-03,Approved,Hyderabad,TN
CASE104099,NextGen,Project Manager,58371,2023-05-19,2018-04-12,Approved,Mumbai,TS
CASE104100,GlobalSoft,Data Analyst,145977,2018-11-10,2019-09-04,Approved,Mumbai,TS
CASE104101,NextGen,Project Manager,54281,2021-04-13,2018-09-07,Pending,Hyderabad,AP
CASE104102,InfoSys,Data Analyst,176126,2022-09-26,2020-11-23,Approved,Bangalore,AP
CASE104103,TechCorp,Project Manager,140020,2021-04-18,2018-11-16,Approved,Chennai,AP
CASE104104,InfoSys,Software Engineer,147508,2023-05-10,2019-02-14,Pending,Hyderabad,KA
CASE104105,NextGen,AI Engineer,106846,2019-01-20,2021-11-09,Pending,Hyderabad,TS
CASE104106,GlobalSoft,Data Analyst,134682,2018-10-22,2023-06-12,Approved,Mumbai,TN
CASE104107,GlobalSoft,Consultant,69312,2021-05-23,2023-11-28,Approved,Pune,TN
CASE104108,NextGen,Consultant,154186,2020-09-12,2018-04-06,Approved,Pune,KA
CASE104109,GlobalSoft,Software Engineer,44257,2022-10-05,2019-03-05,Approved,Bangalore,KA
CASE104110,DataWorks,Project Manager,66558,2020-02-01,2019-01-12,Approved,Bangalore,TN
CASE104111,TechCorp,Project Manager,83188,2023-03-13,2023-07-08,Approved,Bangalore,TS
CASE104112,TechCorp,Software Engineer,73236,2020-02-08,2023-11-07,Approved,Mumbai,TN
CASE104113,TechCorp,Consultant,85076,2021-01-03,2020-03-18,Approved,Hyderabad,TN
CASE104114,GlobalSoft,Consultant,88402,2018-12-10,2023-04-18,Pending,Bangalore,KA
CASE104115,GlobalSoft,Project Manager,134467,2022-10-04,2018-04-19,Approved,Mumbai,KA
CASE104116,InfoSys,Data Analyst,120337,2018-05-22,2022-05-31,Approved,Chennai,AP
CASE104117,InfoSys,AI Engineer,155827,2019-12-19,2022-12-14,Pending,Hyderabad,KA
CASE104118,TechCorp,Data Analyst,114264,2021-05-07,2024-01-02,Approved,Chennai,TN
CASE104119,DataWorks,Consultant,57335,2023-04-27,2020-10-12,Approved,Pune,AP
CASE104120,InfoSys,Data Analyst,83773,2021-04-09,2022-02-24,Approved,Pune,TN
CASE104121,InfoSys,AI Engineer,68570,2019-02-10,2022-08-07,Approved,Hyderabad,TS
CASE104122,GlobalSoft,Data Analyst,127995,2023-01-26,2022-07-14,Approved,Bangalore,TS
CASE104123,DataWorks,Data Analyst,80658,2018-08-16,2020-09-21,Approved,Hyderabad,KA
CASE104124,TechCorp,Data Analyst,160640,2019-02-15,2020-05-08,Approved,Bangalore,AP
CASE104125,InfoSys,Data Analyst,112613,2020-08-09,2021-05-12,Approved,Pune,MH
CASE104126,DataWorks,Software Engineer,98194,2020-06-16,2022-10-15,Approved,Hyderabad,TS
CASE104127,DataWorks,Consultant,151872,2023-05-13,2021-06-12,Approved,Hyderabad,TS
CASE104128,TechCorp,AI Engineer,148558,2019-11-22,2023-02-14,Approved,Bangalore,TS
CASE104129,DataWorks,Consultant,108582,2020-05-27,2019-06-12,Approved,Pune,TS
CASE104130,DataWorks,Software Engineer,89456,2020-02-26,2019-07-21,Pending,Pune,KA
CASE104131,DataWorks,Software Engineer,95491,2018-03-03,2023-09-25,Approved,Bangalore,AP
CASE104132,InfoSys,Software Engineer,48043,2021-09-12,2021-04-09,Approved,Bangalore,TS
CASE104133,TechCorp,Software Engineer,143212,2022-10-06,2023-06-25,Approved,Bangalore,KA
CASE104134,DataWorks,Data Analyst,108340,2023-06-10,2018-11-26,Approved,Pune,AP
CASE104135,DataWorks,Consultant,175008,2023-06-06,2018-11-29,Denied,Pune,AP
CASE104136,InfoSys,Project Manager,71174,2020-05-28,2019-09-14,Denied,Hyderabad,MH
CASE104137,TechCorp,AI Engineer,122632,2021-03-02,2018-04-16,Approved,Pune,TN
CASE104138,GlobalSoft,Software Engineer,128768,2022-05-27,2020-08-01,Denied,Chennai,TS
CASE104139,InfoSys,Consultant,165775,2022-06-02,2020-03-20,Approved,Chennai,KA
CASE104140,TechCorp,Software Engineer,148177,2021-04-27,2020-08-08,Denied,Bangalore,AP
CASE104141,DataWorks,Software Engineer,65909,2018-12-22,2022-04-03,Approved,Bangalore,MH
CASE104142,TechCorp,Software Engineer,84158,2018-03-12,2022-11-15,Approved,Bangalore,TN
CASE104143,TechCorp,Software Engineer,179438,2018-09-20,2023-08-28,Pending,Hyderabad,AP
CASE104144,TechCorp,Software Engineer,164296,2018-11-02,2020-11-01,Approved,Chennai,AP
CASE104145,GlobalSoft,AI Engineer,99331,2019-07-12,2022-09-28,Pending,Chennai,TS
CASE104146,TechCorp,Consultant,127367,2021-06-01,2020-04-13,Approved,Pune,TN
CASE104147,GlobalSoft,Software Engineer,105382,2021-09-13,2020-12-17,Approved,Chennai,TN
CASE104148,DataWorks,Software Engineer,114319,2020-02-01,2020-06-20,Approved,Pune,KA
CASE104149,GlobalSoft,Software Engineer,51170,2019-08-11,2018-05-25,Approved,Hyderabad,MH
CASE104150,DataWorks,Software Engineer,159952,2018-03-15,2019-02-07,Approved,Bangalore,KA
CASE104151,DataWorks,Data Analyst,120145,2022-03-15,2020-05-29,Approved,Bangalore,MH
CASE104152,GlobalSoft,Data Analyst,145626,2018-05-22,2023-12-08,Approved,Pune,KA
CASE104153,InfoSys,Project Manager,56208,2022-05-28,2020-02-26,Denied,Mumbai,MH
CASE104154,NextGen,Software Engineer,54990,2018-04-12,2021-09-13,Approved,Pune,TS
CASE104155,TechCorp,Project Manager,177513,2022-06-18,2018-03-02,Denied,Hyderabad,MH
CASE104156,NextGen,AI Engineer,169327,2022-05-24,2023-02-26,Approved,Chennai,KA
CASE104157,TechCorp,Project Manager,119314,2020-12-24,2023-01-10,Approved,Pune,TN
CASE104158,TechCorp,Consultant,66862,2018-07-12,2022-01-06,Approved,Hyderabad,AP
CASE104159,DataWorks,Data Analyst,133949,2020-08-10,2019-12-21,Pending,Bangalore,MH
CASE104160,TechCorp,Data Analyst,170223,2020-12-21,2021-05-29,Approved,Mumbai,MH
CASE104161,TechCorp,Software Engineer,43956,2022-04-05,2019-05-02,Approved,Mumbai,TN
CASE104162,GlobalSoft,Software Engineer,128789,2021-06-18,2019-04-24,Denied,Pune,TS
CASE104163,NextGen,AI Engineer,129451,2022-10-05,2018-04-08,Approved,Chennai,KA
CASE104164,GlobalSoft,AI Engineer,157782,2019-02-14,2023-03-08,Denied,Pune,TS
CASE104165,TechCorp,Consultant,42365,2018-10-27,2023-01-07,Approved,Mumbai,MH
CASE104166,DataWorks,Software Engineer,112204,2021-05-03,2023-01-10,Approved,Mumbai,MH
CASE104167,GlobalSoft,Software Engineer,176072,2019-03-30,2020-06-22,Approved,Bangalore,TS
CASE104168,GlobalSoft,AI Engineer,97072,2019-07-28,2019-05-12,Approved,Chennai,KA
CASE104169,InfoSys,AI Engineer,92499,2019-09-11,2018-06-07,Denied,Chennai,MH
CASE104170,TechCorp,AI Engineer,109211,2019-09-29,2023-01-04,Denied,Mumbai,MH
CASE104171,DataWorks,Data Analyst,125220,2018-10-28,2020-02-02,Approved,Mumbai,TS
CASE104172,GlobalSoft,Project Manager,133847,2020-02-18,2021-07-21,Pending,Pune,AP
CASE104173,GlobalSoft,Project Manager,149459,2022-01-19,2023-05-13,Approved,Pune,TN
CASE104174,DataWorks,Software Engineer,117755,2020-09-15,2020-12-08,Approved,Bangalore,MH
CASE104175,TechCorp,Data Analyst,108783,2018-07-21,2021-12-20,Approved,Mumbai,KA
CASE104176,InfoSys,AI Engineer,167851,2019-11-05,2019-02-02,Approved,Pune,AP
CASE104177,GlobalSoft,Software Engineer,46472,2023-02-23,2023-11-06,Approved,Bangalore,TS
CASE104178,InfoSys,Data Analyst,143152,2018-10-29,2023-10-27,Approved,Chennai,TS
CASE104179,NextGen,Consultant,179334,2022-07-06,2020-04-21,Approved,Mumbai,KA
CASE104180,TechCorp,Data Analyst,47008,2018-12-03,2018-03-30,Denied,Hyderabad,AP
CASE104181,NextGen,Software Engineer,127851,2018-02-01,2018-07-10,Denied,Mumbai,KA
CASE104182,NextGen,Project Manager,120799,2023-06-18,2018-05-13,Approved,Pune,MH
CASE104183,NextGen,AI Engineer,56238,2021-01-26,2020-05-25,Approved,Mumbai,AP
CASE104184,TechCorp,Consultant,57153,2022-11-18,2019-03-18,Approved,Hyderabad,TN
CASE104185,TechCorp,Data Analyst,99353,2020-02-12,2020-03-26,Denied,Mumbai,TN
CASE104186,DataWorks,Software Engineer,92092,2021-04-29,2018-08-01,Approved,Pune,KA
CASE104187,InfoSys,Software Engineer,89104,2022-04-14,2023-09-08,Approved,Chennai,TN
CASE104188,InfoSys,AI Engineer,68887,2020-12-07,2020-09-13,Pending,Pune,KA
CASE104189,DataWorks,Software Engineer,44355,2021-06-27,2019-04-12,Approved,Bangalore,MH
CASE104190,DataWorks,Software Engineer,73701,2021-06-03,2023-02-13,Approved,Pune,MH
CASE104191,NextGen,AI Engineer,111442,2021-07-19,2019-09-28,Approved,Bangalore,KA
CASE104192,DataWorks,Consultant,52279,2019-10-27,2022-02-09,Approved,Mumbai,MH
CASE104193,GlobalSoft,Project Manager,160738,2022-02-17,2019-06-11,Pending,Bangalore,TN
CASE104194,InfoSys,Project Manager,179333,2018-11-24,2021-10-28,Approved,Mumbai,MH
CASE104195,DataWorks,Data Analyst,175546,2020-03-07,2023-02-25,Approved,Bangalore,TN
CASE104196,GlobalSoft,Consultant,131414,2021-04-18,2020-11-18,Approved,Pune,TN
CASE104197,GlobalSoft,Data Analyst,68390,2020-03-24,2022-12-08,Approved,Hyderabad,TS
CASE104198,GlobalSoft,Project Manager,122174,2019-10-27,2022-02-28,Approved,Mumbai,MH
CASE104199,GlobalSoft,AI Engineer,44787,2020-01-16,2021-09-11,Approved,Bangalore,MH
CASE104200,NextGen,Software Engineer,83724,2020-11-12,2023-11-21,Approved,Hyderabad,KA
CASE104201,GlobalSoft,Project Manager,50663,2020-07-18,2019-01-02,Approved,Bangalore,KA
CASE104202,NextGen,Consultant,173107,2020-08-20,2018-08-21,Approved,Bangalore,AP
CASE104203,NextGen,Project Manager,140271,2022-06-18,2018-09-18,Approved,Bangalore,TN
CASE104204,GlobalSoft,Consultant,107388,2021-10-25,2020-04-18,Pending,Pune,TS
CASE104205,InfoSys,Consultant,92335,2021-06-22,2021-09-20,Approved,Bangalore,TN
CASE104206,GlobalSoft,Consultant,83315,2022-12-31,2019-05-11,Pending,Hyderabad,MH
CASE104207,GlobalSoft,Data Analyst,144922,2021-03-29,2021-05-12,Approved,Bangalore,AP
CASE104208,GlobalSoft,AI Engineer,86627,2019-01-08,2020-04-13,Denied,Chennai,TN
CASE104209,InfoSys,Project Manager,179375,2018-10-12,2018-10-23,Approved,Mumbai,AP
CASE104210,TechCorp,AI Engineer,89334,2019-06-05,2023-11-26,Approved,Pune,TN
CASE104211,TechCorp,Software Engineer,105700,2022-01-13,2022-08-28,Approved,Chennai,MH
CASE104212,NextGen,Project Manager,79726,2019-11-28,2018-07-25,Approved,Chennai,MH
CASE104213,NextGen,AI Engineer,70694,2020-03-17,2022-01-14,Denied,Hyderabad,TN
CASE104214,InfoSys,AI Engineer,103545,2019-10-09,2022-06-14,Approved,Hyderabad,TS
CASE104215,DataWorks,Software Engineer,46033,2022-07-04,2018-10-11,Approved,Pune,MH
CASE104216,TechCorp,Consultant,102461,2022-05-24,2022-04-23,Pending,Pune,KA
CASE104217,NextGen,Project Manager,42665,2018-05-16,2020-07-21,Approved,Mumbai,TS
CASE104218,TechCorp,Project Manager,67025,2018-04-06,2023-12-25,Approved,Bangalore,TN
CASE104219,InfoSys,Software Engineer,117661,2021-02-16,2021-05-09,Approved,Pune,TS
CASE104220,InfoSys,Consultant,160473,2021-10-29,2023-11-06,Approved,Pune,KA
CASE104221,DataWorks,Project Manager,60998,2018-10-01,2021-10-22,Denied,Bangalore,MH
CASE104222,DataWorks,Project Manager,101248,2023-03-09,2018-04-24,Approved,Mumbai,MH
CASE104223,InfoSys,Project Manager,144493,2020-05-27,2021-03-16,Approved,Hyderabad,MH
CASE104224,NextGen,Consultant,63057,2020-04-29,2020-01-12,Approved,Mumbai,KA
CASE104225,TechCorp,Software Engineer,119244,2021-04-15,2022-05-07,Approved,Bangalore,TS
CASE104226,GlobalSoft,Project Manager,137031,2023-03-12,2022-11-27,Approved,Hyderabad,TN
CASE104227,DataWorks,AI Engineer,152713,2022-11-08,2023-05-25,Approved,Hyderabad,TN
CASE104228,GlobalSoft,Consultant,145887,2020-02-23,2023-01-11,Approved,Hyderabad,TS
CASE104229,NextGen,Data Analyst,107173,2021-07-24,2020-07-19,Denied,Mumbai,MH
CASE104230,DataWorks,Software Engineer,78734,2021-03-07,2019-11-18,Approved,Bangalore,TN
CASE104231,GlobalSoft,AI Engineer,102072,2023-03-13,2019-11-20,Approved,Mumbai,MH
CASE104232,NextGen,Project Manager,134194,2018-05-12,2020-05-30,Approved,Mumbai,AP
CASE104233,TechCorp,Data Analyst,179741,2020-12-03,2018-06-20,Pending,Chennai,AP
CASE104234,NextGen,Software Engineer,153272,2021-02-20,2023-05-14,Approved,Pune,TN
CASE104235,DataWorks,Consultant,107902,2021-03-05,2020-12-20,Pending,Mumbai,TS
CASE104236,InfoSys,Data Analyst,162247,2021-10-22,2022-03-12,Pending,Chennai,TS
CASE104237,TechCorp,Data Analyst,96959,2019-01-08,2018-05-21,Denied,Bangalore,TS
CASE104238,GlobalSoft,AI Engineer,136623,2021-02-23,2021-01-26,Approved,Chennai,MH
CASE104239,DataWorks,Software Engineer,171438,2022-01-02,2022-10-15,Approved,Mumbai,AP
CASE104240,InfoSys,AI Engineer,88415,2022-12-16,2018-08-14,Approved,Bangalore,MH
CASE104241,NextGen,AI Engineer,164716,2022-05-19,2018-06-05,Denied,Chennai,KA
CASE104242,InfoSys,Project Manager,161209,2020-03-18,2018-10-19,Denied,Mumbai,KA
CASE104243,DataWorks,Consultant,49907,2020-01-14,2020-08-11,Pending,Bangalore,TN
CASE104244,DataWorks,Data Analyst,135825,2018-02-20,2023-01-26,Approved,Bangalore,KA
CASE104245,InfoSys,Software Engineer,72780,2021-03-06,2022-06-23,Approved,Pune,TS
CASE104246,NextGen,Consultant,75085,2021-03-27,2018-05-18,Approved,Mumbai,TN
CASE104247,InfoSys,Consultant,60426,2018-02-25,2023-10-14,Approved,Pune,AP
CASE104248,DataWorks,Software Engineer,47485,2022-06-05,2019-11-16,Approved,Bangalore,AP
CASE104249,DataWorks,Consultant,89527,2020-01-14,2023-08-06,Approved,Bangalore,KA
CASE104250,GlobalSoft,Project Manager,164604,2019-03-04,2020-10-24,Pending,Chennai,KA
CASE104251,GlobalSoft,Consultant,131005,2019-03-19,2018-11-11,Approved,Pune,AP
CASE104252,TechCorp,Project Manager,98528,2023-04-19,2022-02-09,Denied,Hyderabad,KA
CASE104253,DataWorks,Data Analyst,160631,2023-06-11,2018-02-26,Denied,Mumbai,KA
CASE104254,GlobalSoft,Data Analyst,67799,2018-11-22,2022-06-10,Approved,Pune,MH
CASE104255,InfoSys,AI Engineer,178518,2019-10-02,2021-11-22,Approved,Bangalore,AP
CASE104256,NextGen,Project Manager,134817,2022-07-20,2020-05-27,Approved,Chennai,AP
CASE104257,InfoSys,Data Analyst,98260,2020-04-08,2021-03-04,Approved,Mumbai,KA
CASE104258,NextGen,Consultant,52943,2018-03-21,2018-02-17,Approved,Mumbai,TS
CASE104259,GlobalSoft,Software Engineer,161401,2019-04-19,2023-10-22,Approved,Chennai,MH
CASE104260,TechCorp,Software Engineer,67371,2019-01-12,2023-12-07,Pending,Bangalore,TS
CASE104261,InfoSys,Project Manager,138746,2023-03-08,2018-07-06,Approved,Hyderabad,KA
CASE104262,InfoSys,AI Engineer,141248,2020-07-07,2021-08-12,Approved,Chennai,AP
CASE104263,InfoSys,Consultant,175008,2018-11-29,2022-07-13,Denied,Hyderabad,TS
CASE104264,NextGen,Project Manager,65727,2021-04-13,2022-12-07,Approved,Pune,TN
CASE104265,GlobalSoft,Software Engineer,154000,2022-08-08,2021-03-31,Approved,Mumbai,TS
CASE104266,InfoSys,Project Manager,103969,2019-03-17,2020-12-23,Denied,Bangalore,AP
CASE104267,InfoSys,Consultant,108531,2018-05-06,2023-12-01,Approved,Hyderabad,KA
CASE104268,TechCorp,Data Analyst,79097,2022-09-14,2021-03-31,Approved,Bangalore,TS
CASE104269,TechCorp,Consultant,90859,2018-08-07,2018-08-22,Pending,Pune,KA
CASE104270,GlobalSoft,Data Analyst,96790,2020-08-05,2023-01-27,Approved,Hyderabad,MH
CASE104271,GlobalSoft,Data Analyst,105696,2018-10-05,2021-10-21,Approved,Bangalore,TN
CASE104272,DataWorks,Data Analyst,55648,2022-02-17,2020-09-18,Approved,Bangalore,AP
CASE104273,TechCorp,Project Manager,101779,2019-08-18,2019-04-17,Approved,Pune,AP
CASE104274,DataWorks,Software Engineer,146371,2020-07-23,2021-09-07,Pending,Chennai,KA
CASE104275,NextGen,Project Manager,76672,2018-05-21,2021-03-24,Denied,Pune,TN
CASE104276,DataWorks,Software Engineer,109109,2020-04-25,2022-09-13,Approved,Hyderabad,AP
CASE104277,InfoSys,Consultant,74593,2020-10-04,2020-06-19,Pending,Hyderabad,TS
CASE104278,DataWorks,AI Engineer,49815,2022-06-19,2021-05-13,Denied,Mumbai,AP
CASE104279,GlobalSoft,Consultant,61302,2020-05-26,2023-04-22,Approved,Bangalore,TS
CASE104280,NextGen,Project Manager,125140,2022-09-26,2022-03-26,Approved,Hyderabad,AP
CASE104281,InfoSys,Project Manager,113356,2018-04-20,2018-04-20,Approved,Chennai,TS
CASE104282,DataWorks,Software Engineer,89282,2020-12-11,2021-09-20,Approved,Chennai,MH
CASE104283,NextGen,Project Manager,168451,2022-06-27,2021-10-29,Approved,Pune,KA
CASE104284,NextGen,Data Analyst,161347,2019-09-05,2019-08-23,Approved,Hyderabad,MH
CASE104285,InfoSys,Project Manager,63814,2022-08-05,2021-02-18,Approved,Hyderabad,TS
CASE104286,DataWorks,Software Engineer,121673,2019-12-14,2019-03-05,Denied,Mumbai,KA
CASE104287,NextGen,Software Engineer,91940,2023-06-17,2020-04-30,Denied,Mumbai,TN
CASE104288,NextGen,Data Analyst,126796,2021-09-04,2020-05-24,Approved,Mumbai,TS
CASE104289,TechCorp,Software Engineer,76476,2021-05-07,2021-07-30,Denied,Hyderabad,AP
CASE104290,NextGen,AI Engineer,172841,2020-03-06,2019-01-23,Approved,Pune,AP
CASE104291,TechCorp,Consultant,82278,2019-12-30,2021-12-23,Approved,Pune,TN
CASE104292,DataWorks,Project Manager,55634,2020-12-05,2019-07-05,Approved,Pune,MH
CASE104293,DataWorks,AI Engineer,166259,2019-05-20,2019-02-27,Denied,Pune,TS
CASE104294,DataWorks,Project Manager,92196,2022-04-13,2022-08-24,Pending,Chennai,AP
CASE104295,GlobalSoft,AI Engineer,138679,2022-03-18,2021-11-26,Denied,Hyderabad,KA
CASE104296,DataWorks,Project Manager,170861,2023-04-03,2020-07-11,Pending,Bangalore,TN
CASE104297,NextGen,Data Analyst,59420,2020-11-06,2020-10-10,Approved,Hyderabad,MH
CASE104298,InfoSys,Software Engineer,46218,2018-11-11,2019-09-05,Denied,Pune,MH
CASE104299,TechCorp,Software Engineer,164283,2021-12-30,2023-06-09,Approved,Chennai,KA
CASE104300,GlobalSoft,Data Analyst,104057,2021-11-12,2018-02-19,Approved,Chennai,KA
CASE104301,DataWorks,AI Engineer,118609,2018-03-18,2023-06-27,Approved,Hyderabad,TN
CASE104302,DataWorks,Consultant,163108,2020-09-04,2018-02-18,Approved,Bangalore,KA
CASE104303,InfoSys,AI Engineer,50046,2020-06-17,2022-07-31,Approved,Pune,AP
CASE104304,InfoSys,Software Engineer,157462,2021-10-26,2020-07-07,Approved,Chennai,MH
CASE104305,GlobalSoft,Consultant,149345,2021-04-03,2023-03-29,Approved,Pune,KA
