case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
106981,Africa,India,Diploma,Y,N,37116,1994,Northeast,48792.77,Weekly,Y,Dependent,Summer,Center B,305,Certified
106982,Europe,India,High School,Y,N,49859,2018,West,80431.16,Yearly,Y,Work,Summer,Center D,85,Certified
106983,Europe,Germany,High School,N,N,18585,1950,South,138845.89,Yearly,Y,Work,Winter,Center A,34,Certified
106984,North America,UK,High School,Y,N,27763,1962,Northeast,104414.19,Yearly,Y,Business,Summer,Center C,342,Certified
106985,Oceania,UK,Diploma,Y,N,4001,1984,West,4014.01,Hourly,Y,Tourist,Fall,Center A,192,Denied
106986,Africa,Nigeria,Master's,Y,Y,21295,1989,Midwest,54440.13,Weekly,Y,Student,Summer,Center C,119,Certified
106987,South America,Canada,Bachelor's,N,N,49670,1964,South,144139.5,Hourly,Y,Work,Summer,Center D,313,Certified
106988,Asia,China,PhD,Y,Y,17575,2023,Midwest,119254.93,Yearly,Y,Dependent,Summer,Center D,247,Denied
106989,North America,Canada,High School,N,N,4904,1994,Midwest,100063.95,Hourly,Y,Dependent,Spring,Center A,182,Certified
106990,Oceania,India,Master's,Y,N,23191,1972,West,111967.94,Weekly,Y,Dependent,Fall,Center B,231,Certified
106991,North America,Japan,Bachelor's,Y,Y,10298,1968,South,46028.39,Weekly,Y,Tourist,Fall,Center D,340,Certified
106992,Oceania,Germany,Master's,Y,N,36494,1974,Midwest,13653.52,Hourly,Y,PR,Spring,Center C,153,Denied
106993,Europe,UAE,PhD,Y,N,19056,2004,West,92463.81,Hourly,Y,Work,Spring,Center D,61,Certified
106994,Oceania,UK,Bachelor's,Y,N,37457,1976,West,8015.31,Weekly,N,Business,Fall,Center B,178,Certified
106995,Africa,UAE,Bachelor's,Y,N,30053,1961,Midwest,146766.57,Monthly,Y,PR,Summer,Center A,135,Certified
106996,Africa,UAE,PhD,Y,N,11261,1966,Midwest,96593.49,Yearly,Y,Student,Summer,Center A,334,Denied
106997,Oceania,Brazil,Diploma,Y,N,35227,1996,Midwest,17197.78,Weekly,N,Dependent,Summer,Center D,46,Denied
106998,North America,UK,Bachelor's,Y,N,5982,1961,Midwest,92617.28,Hourly,Y,Tourist,Winter,Center C,127,Denied
106999,Europe,Japan,High School,Y,N,39797,1984,Northeast,127353.31,Yearly,Y,Business,Summer,Center A,316,Certified
107000,Asia,Australia,Diploma,N,Y,30149,1992,Northeast,61591.86,Monthly,Y,Student,Summer,Center C,190,Certified
107001,Europe,Japan,High School,Y,N,5614,2017,South,12802.81,Yearly,Y,PR,Spring,Center C,97,Denied
107002,Africa,Brazil,Diploma,Y,Y,44008,2018,Northeast,69185.45,Hourly,Y,Dependent,Fall,Center D,185,Certified
107003,Asia,Australia,High School,Y,N,34959,1957,South,54919.74,Yearly,Y,Dependent,Fall,Center D,192,Certified
107004,North America,China,High School,Y,N,30435,1953,South,68788.3,Weekly,Y,PR,Spring,Center B,264,Certified
107005,Asia,Canada,Bachelor's,Y,Y,23244,1957,Midwest,60223.29,Yearly,Y,Business,Spring,Center D,244,Certified
107006,North America,India,High School,Y,N,42030,1952,Midwest,47368.06,Monthly,Y,Tourist,Spring,Center B,155,Certified
107007,Europe,Japan,Bachelor's,Y,Y,32330,2000,West,19985.93,Hourly,Y,Work,Summer,Center A,118,Denied
107008,Asia,UAE,Master's,Y,Y,1607,1956,Northeast,138789.02,Weekly,Y,Work,Fall,Center C,315,Certified
107009,South America,UK,Diploma,Y,N,32055,2023,Midwest,51065.91,Monthly,N,Dependent,Fall,Center D,156,Certified
107010,Africa,China,PhD,Y,N,4280,2007,Midwest,68930.76,Hourly,Y,Tourist,Winter,Center C,210,Denied
107011,North America,Australia,Master's,Y,N,12055,2003,Midwest,27513.77,Monthly,Y,Student,Spring,Center D,162,Denied
107012,Asia,China,Master's,N,Y,16675,2006,Midwest,60398.52,Monthly,Y,PR,Spring,Center D,224,Certified
107013,Asia,Australia,PhD,N,N,2157,1997,South,21598.45,Weekly,Y,PR,Fall,Center D,344,Certified
107014,Oceania,Canada,High School,Y,N,44455,2016,Northeast,127737.12,Monthly,N,Student,Spring,Center B,26,Certified
107015,South America,Australia,Diploma,Y,N,45947,2014,Midwest,124006.84,Hourly,Y,Business,Spring,Center A,76,Certified
107016,Oceania,UK,Diploma,Y,N,31765,1977,West,93003.67,Hourly,Y,PR,Winter,Center C,291,Certified
107017,Oceania,Canada,High School,Y,N,27535,2015,South,137908.01,Monthly,Y,Dependent,Spring,Center B,73,Certified
107018,Oceania,Brazil,Master's,Y,Y,49590,2000,Midwest,29366.65,Hourly,Y,PR,Winter,Center A,277,Certified
107019,Europe,Germany,Master's,Y,N,47543,1997,Midwest,69980.4,Weekly,Y,Dependent,Fall,Center B,216,Certified
107020,South America,Japan,High School,N,Y,40570,2023,Northeast,20565.92,Yearly,N,Work,Summer,Center A,302,Certified
107021,Asia,India,High School,Y,N,34163,2018,South,123854.56,Yearly,Y,Student,Summer,Center A,288,Certified
107022,Africa,India,Bachelor's,Y,N,43429,2008,West,53549.0,Hourly,Y,Business,Fall,Center D,158,Certified
107023,Asia,India,Master's,Y,Y,30944,2011,Midwest,66347.3,Hourly,Y,Tourist,Summer,Center C,37,Certified
107024,Asia,China,Bachelor's,Y,Y,46413,1962,South,112965.32,Monthly,N,Dependent,Summer,Center B,111,Certified
107025,Asia,UK,High School,Y,N,275,1954,West,47993.37,Yearly,Y,Student,Winter,Center A,137,Certified
107026,Oceania,Nigeria,High School,N,Y,27682,1984,West,138809.85,Hourly,Y,Work,Winter,Center D,360,Certified
107027,South America,India,Diploma,Y,Y,19582,2014,Midwest,56788.79,Weekly,Y,Tourist,Summer,Center A,92,Certified
107028,South America,Germany,PhD,Y,N,26868,1976,West,106526.34,Monthly,Y,PR,Winter,Center C,294,Denied
107029,North America,China,Bachelor's,Y,Y,38114,1958,Midwest,95188.71,Yearly,Y,Business,Winter,Center A,94,Certified
107030,North America,Canada,Diploma,Y,Y,6746,1960,South,6006.84,Hourly,Y,Business,Winter,Center A,208,Certified
107031,Oceania,China,Bachelor's,Y,N,36763,1971,Midwest,87540.13,Weekly,Y,Student,Fall,Center C,348,Certified
107032,Oceania,UK,PhD,Y,Y,44659,2015,South,351.57,Monthly,Y,Business,Summer,Center B,220,Denied
107033,North America,Australia,Diploma,Y,Y,23177,2020,Midwest,147345.59,Monthly,N,PR,Spring,Center B,109,Certified
107034,Asia,UAE,Bachelor's,Y,N,291,2004,South,2398.81,Monthly,Y,Dependent,Spring,Center A,349,Certified
107035,North America,Japan,Diploma,Y,Y,19381,1984,South,62808.83,Yearly,Y,Tourist,Summer,Center C,361,Certified
107036,North America,Brazil,Diploma,Y,Y,23281,2013,South,107732.3,Monthly,Y,Student,Spring,Center D,87,Certified
107037,Europe,Canada,Master's,N,N,1118,2020,South,101017.43,Weekly,Y,Student,Fall,Center C,199,Certified
107038,Oceania,UAE,PhD,N,N,44644,1982,South,50089.91,Yearly,Y,PR,Spring,Center A,263,Denied
107039,Oceania,Brazil,PhD,Y,N,46638,1981,Midwest,113075.28,Yearly,N,Dependent,Fall,Center D,103,Certified
107040,South America,Japan,Bachelor's,N,N,12325,1956,West,47750.51,Monthly,Y,Tourist,Fall,Center D,94,Certified
107041,North America,Brazil,Bachelor's,N,N,3883,2007,Midwest,90721.1,Monthly,Y,Tourist,Summer,Center C,280,Certified
107042,South America,UK,Bachelor's,Y,N,44057,1964,Midwest,121469.36,Monthly,Y,Business,Fall,Center D,129,Denied
107043,Africa,Canada,Master's,Y,N,49743,1960,Midwest,18669.92,Hourly,Y,Business,Spring,Center C,73,Certified
107044,Oceania,Germany,Master's,Y,Y,18619,2002,Northeast,30788.58,Yearly,Y,Work,Summer,Center B,275,Certified
107045,Europe,Australia,Diploma,N,Y,1378,1969,Midwest,26050.87,Monthly,Y,Tourist,Winter,Center C,125,Certified
107046,Africa,Canada,High School,Y,N,47562,1984,South,139593.05,Monthly,Y,PR,Fall,Center A,41,Certified
107047,Oceania,China,Master's,Y,N,43371,1978,West,76997.67,Yearly,Y,PR,Winter,Center A,335,Certified
107048,South America,Nigeria,High School,Y,Y,45538,1952,Midwest,67849.15,Monthly,N,Student,Fall,Center B,54,Certified
107049,South America,Nigeria,High School,N,Y,757,2019,Midwest,542.05,Yearly,Y,Dependent,Fall,Center B,259,Certified
107050,Africa,India,Master's,Y,N,2865,2001,Northeast,26540.41,Yearly,Y,Tourist,Spring,Center D,338,Certified
107051,North America,Australia,Diploma,Y,Y,13961,2014,Northeast,62944.13,Hourly,N,PR,Summer,Center D,303,Denied
107052,Europe,Germany,High School,N,N,49464,1973,South,36461.11,Weekly,Y,Student,Summer,Center D,51,Certified
107053,South America,Germany,Master's,N,Y,3942,1963,Northeast,117485.36,Monthly,Y,Dependent,Winter,Center C,213,Certified
107054,Asia,Canada,Diploma,Y,Y,9105,1969,West,8603.76,Yearly,Y,Dependent,Spring,Center B,323,Certified
107055,Europe,UAE,PhD,Y,Y,22534,1964,West,71636.43,Yearly,N,Tourist,Winter,Center A,186,Certified
107056,Africa,Nigeria,Master's,Y,Y,41337,1964,Midwest,56723.34,Weekly,Y,Tourist,Summer,Center C,119,Certified
107057,South America,India,Diploma,Y,Y,25911,2016,West,79475.22,Hourly,Y,Tourist,Winter,Center B,159,Certified
107058,South America,UAE,PhD,Y,Y,48100,1982,West,61685.58,Yearly,Y,Business,Spring,Center B,265,Denied
107059,Oceania,Australia,High School,N,N,25347,1966,West,42711.32,Yearly,Y,Work,Winter,Center B,256,Certified
107060,Africa,Brazil,Master's,N,Y,15586,1976,South,132113.19,Monthly,Y,PR,Winter,Center C,324,Certified
107061,Asia,Brazil,Diploma,N,N,18327,1998,West,74964.18,Weekly,Y,Student,Fall,Center D,197,Certified
107062,Oceania,Germany,High School,N,Y,860,1989,Midwest,80911.63,Yearly,Y,Tourist,Spring,Center B,321,Certified
107063,Asia,UK,High School,Y,Y,36422,1956,West,137427.84,Yearly,Y,Dependent,Spring,Center A,339,Certified
107064,South America,Japan,Bachelor's,Y,N,20811,1958,Midwest,147289.95,Yearly,Y,Tourist,Fall,Center A,285,Certified
107065,North America,Japan,PhD,Y,N,21271,2018,Midwest,146210.26,Monthly,N,Business,Fall,Center D,347,Certified
107066,Asia,China,High School,Y,Y,21246,2019,Midwest,62526.71,Monthly,Y,Student,Spring,Center A,240,Certified
107067,Asia,Germany,Diploma,Y,N,755,1975,West,131343.49,Monthly,Y,Business,Winter,Center A,136,Denied
107068,North America,India,High School,Y,Y,15888,1998,Midwest,105522.14,Weekly,Y,PR,Fall,Center B,152,Certified
107069,Oceania,UAE,Diploma,N,Y,23275,1998,West,103274.32,Weekly,Y,Tourist,Summer,Center D,312,Certified
107070,Asia,India,High School,Y,N,16365,2015,West,96228.58,Weekly,N,PR,Winter,Center B,287,Denied
107071,North America,UK,High School,N,Y,42304,2010,Northeast,59875.26,Yearly,Y,Student,Summer,Center D,80,Denied
107072,Africa,Japan,Master's,Y,Y,10354,2021,West,34101.02,Yearly,Y,Work,Spring,Center B,282,Certified
107073,Oceania,China,Master's,Y,N,26552,1979,West,76626.81,Yearly,Y,Tourist,Spring,Center C,248,Certified
107074,Europe,UK,High School,Y,N,18599,1961,South,85418.05,Weekly,Y,Tourist,Summer,Center B,278,Certified
107075,Europe,Japan,Master's,N,N,35626,2018,West,140049.34,Monthly,Y,Student,Spring,Center C,25,Certified
107076,Africa,India,Bachelor's,Y,Y,34311,1988,Northeast,34209.97,Yearly,Y,Work,Spring,Center C,293,Denied
107077,Asia,Nigeria,Bachelor's,N,N,44332,2022,Northeast,50389.5,Monthly,N,Business,Winter,Center B,107,Certified
107078,Europe,Japan,High School,Y,N,11517,2012,South,82583.42,Monthly,Y,PR,Winter,Center D,269,Certified
107079,Africa,UK,Diploma,N,N,39491,1959,West,41265.84,Yearly,Y,Student,Winter,Center B,194,Certified
107080,Europe,China,PhD,Y,N,32279,1972,West,131088.97,Weekly,Y,PR,Fall,Center B,305,Certified
107081,Asia,Nigeria,High School,N,N,49733,2020,Midwest,56963.64,Monthly,Y,Business,Spring,Center C,106,Certified
107082,Oceania,Germany,Diploma,N,N,44893,1954,South,147092.19,Monthly,Y,PR,Winter,Center C,111,Certified
107083,North America,Germany,Master's,Y,N,46722,1976,South,77608.18,Weekly,Y,Business,Fall,Center B,47,Certified
107084,Africa,Canada,PhD,Y,N,32948,1968,Midwest,83633.6,Yearly,Y,Work,Winter,Center A,238,Certified
107085,Oceania,Brazil,Bachelor's,Y,N,8649,1972,South,130642.25,Yearly,Y,Dependent,Summer,Center B,325,Denied
107086,Europe,Japan,Diploma,Y,N,25748,1980,South,141786.63,Hourly,Y,Dependent,Spring,Center B,138,Certified
107087,Asia,India,Diploma,Y,N,48756,1994,Midwest,52002.0,Weekly,Y,Tourist,Fall,Center C,40,Certified
107088,Oceania,Canada,PhD,N,N,23205,1953,Northeast,77765.35,Hourly,Y,Work,Winter,Center B,320,Certified
107089,Europe,Canada,Bachelor's,Y,N,6655,1955,West,46253.87,Hourly,Y,Tourist,Winter,Center A,205,Certified
107090,Asia,Brazil,Diploma,Y,N,45135,1973,West,82822.87,Yearly,N,Student,Spring,Center C,52,Denied
107091,Asia,Canada,PhD,Y,Y,41812,2015,Midwest,112059.62,Weekly,Y,Tourist,Summer,Center D,115,Certified
107092,Asia,UK,Diploma,N,N,39494,1958,South,25052.09,Monthly,Y,PR,Summer,Center D,318,Certified
107093,Asia,India,Bachelor's,Y,Y,33720,2000,Northeast,77154.89,Hourly,N,Tourist,Spring,Center D,190,Certified
107094,Africa,India,PhD,Y,N,42521,1996,South,76391.55,Yearly,Y,Tourist,Winter,Center A,146,Denied
107095,Oceania,Canada,PhD,Y,N,31494,1978,West,111887.52,Weekly,Y,Student,Winter,Center D,142,Certified
107096,North America,Japan,PhD,Y,N,26896,1965,West,58430.12,Yearly,Y,Dependent,Spring,Center B,87,Certified
107097,Africa,Japan,Bachelor's,Y,N,45661,1951,Midwest,114451.07,Monthly,Y,PR,Fall,Center B,324,Denied
107098,Europe,UK,Master's,N,Y,45002,1973,Midwest,76045.45,Hourly,Y,Tourist,Spring,Center D,209,Certified
107099,Africa,UK,PhD,N,N,18608,1972,Northeast,32863.72,Hourly,Y,Tourist,Spring,Center C,349,Certified
107100,Africa,China,PhD,Y,N,862,2005,Northeast,26996.82,Yearly,Y,PR,Winter,Center D,300,Certified
107101,Europe,Japan,Master's,Y,Y,41511,1950,Midwest,101001.97,Weekly,Y,Dependent,Winter,Center D,157,Certified
107102,North America,UAE,Master's,Y,N,37718,1991,West,102194.94,Yearly,Y,Business,Winter,Center C,49,Denied
107103,Africa,China,Bachelor's,Y,Y,46184,2005,Northeast,39171.91,Hourly,Y,PR,Spring,Center B,46,Certified
107104,Asia,Canada,Master's,N,N,9314,2010,West,116326.7,Hourly,N,Work,Summer,Center A,270,Certified
107105,Africa,Nigeria,High School,Y,Y,35818,1971,South,61588.65,Yearly,Y,Student,Spring,Center B,256,Denied
107106,Europe,Japan,Bachelor's,N,N,17423,1984,South,14185.71,Monthly,N,Work,Fall,Center C,226,Certified
107107,North America,Australia,Diploma,Y,N,26324,1959,Northeast,119100.21,Hourly,Y,Dependent,Fall,Center B,214,Certified
107108,Africa,Australia,Master's,Y,N,35664,2016,South,147976.35,Hourly,Y,Student,Winter,Center C,299,Certified
107109,Africa,Canada,PhD,N,Y,21417,2011,West,125018.91,Yearly,Y,PR,Spring,Center B,70,Certified
107110,Europe,Canada,Master's,N,N,16385,1953,Northeast,54873.19,Monthly,Y,PR,Winter,Center A,92,Certified
107111,South America,Brazil,Master's,N,N,17023,1980,South,47499.4,Weekly,Y,Dependent,Winter,Center D,82,Denied
107112,South America,Germany,Master's,Y,N,44612,1957,Midwest,83914.9,Monthly,Y,PR,Spring,Center C,41,Certified
107113,Oceania,Germany,Bachelor's,Y,Y,33379,1952,South,111176.89,Weekly,Y,PR,Summer,Center A,237,Certified
107114,Africa,Canada,Master's,Y,N,35975,2011,Midwest,129808.09,Monthly,Y,Dependent,Spring,Center D,41,Certified
107115,Oceania,India,High School,Y,N,4329,2007,Northeast,99116.19,Weekly,Y,PR,Winter,Center A,228,Certified
107116,Asia,China,High School,Y,N,25003,1975,West,7063.24,Weekly,N,PR,Spring,Center B,62,Certified
107117,Africa,India,PhD,Y,N,47689,1970,Midwest,110756.28,Yearly,Y,Business,Fall,Center C,15,Denied
107118,Oceania,UK,Diploma,N,Y,47520,1991,Midwest,75635.95,Weekly,Y,Student,Fall,Center A,285,Certified
107119,South America,China,Diploma,N,N,6,2002,Northeast,108258.5,Yearly,Y,Work,Winter,Center A,352,Denied
107120,Africa,Brazil,High School,Y,N,1222,1982,South,54611.7,Hourly,Y,PR,Fall,Center C,273,Certified
107121,Asia,Canada,Bachelor's,Y,Y,11591,1981,Midwest,37096.32,Hourly,Y,Work,Winter,Center B,222,Certified
107122,North America,Canada,PhD,Y,N,48335,2022,Midwest,89162.14,Weekly,N,PR,Spring,Center D,189,Certified
107123,Africa,Brazil,Diploma,Y,N,29091,1994,West,65871.8,Weekly,Y,PR,Spring,Center C,22,Denied
107124,Europe,UAE,Diploma,Y,Y,40797,1988,West,13990.36,Yearly,Y,PR,Fall,Center B,111,Certified
107125,Asia,Canada,Diploma,Y,Y,40582,1993,West,136471.86,Yearly,Y,Student,Summer,Center A,159,Certified
107126,Africa,UK,Bachelor's,Y,Y,48366,2010,Northeast,71824.88,Weekly,Y,Business,Fall,Center B,271,Certified
107127,South America,India,PhD,Y,Y,7714,1970,Midwest,117291.17,Yearly,Y,Dependent,Summer,Center A,333,Certified
107128,Oceania,Canada,Bachelor's,Y,N,36900,1974,Northeast,45247.44,Monthly,Y,PR,Summer,Center B,216,Certified
107129,Africa,Nigeria,High School,Y,Y,10066,1972,Northeast,36867.33,Yearly,Y,Work,Summer,Center B,315,Certified
107130,Oceania,UAE,Master's,Y,N,6053,1993,Midwest,61339.49,Hourly,Y,Student,Spring,Center B,299,Certified
107131,South America,India,PhD,Y,Y,43638,1992,South,142902.19,Weekly,N,Student,Spring,Center D,89,Certified
107132,Europe,UAE,High School,Y,Y,30503,2009,South,95518.3,Monthly,Y,Student,Fall,Center A,244,Certified
107133,North America,Australia,Bachelor's,N,N,49126,2012,Midwest,27993.55,Yearly,Y,Tourist,Summer,Center B,244,Certified
107134,South America,Australia,Bachelor's,Y,Y,7587,1990,South,61061.83,Monthly,Y,PR,Winter,Center D,150,Certified
107135,Africa,Germany,Diploma,N,Y,47088,2022,South,7920.05,Weekly,Y,Dependent,Spring,Center A,163,Certified
107136,Europe,Australia,Master's,Y,N,44315,1976,Northeast,50447.15,Yearly,Y,Dependent,Spring,Center D,334,Certified
107137,Asia,Brazil,Bachelor's,Y,N,14396,1960,South,18621.53,Hourly,Y,PR,Winter,Center A,41,Denied
107138,Africa,China,Bachelor's,N,Y,45886,1982,Northeast,147566.51,Yearly,Y,PR,Summer,Center A,178,Certified
107139,Oceania,India,PhD,Y,N,9100,2022,Northeast,107816.55,Hourly,N,Dependent,Spring,Center D,170,Denied
107140,Oceania,UK,High School,N,N,5849,1961,West,6745.85,Yearly,N,Work,Winter,Center A,274,Certified
107141,Oceania,Canada,Bachelor's,Y,Y,48085,2014,South,124600.39,Hourly,Y,Business,Spring,Center C,245,Certified
107142,Asia,Brazil,Bachelor's,Y,N,2550,2010,West,36021.3,Weekly,Y,PR,Summer,Center B,318,Denied
107143,Oceania,Germany,Diploma,Y,Y,32122,1971,West,91302.94,Yearly,Y,PR,Summer,Center A,99,Denied
107144,Oceania,UAE,Master's,Y,N,18634,1969,Midwest,37710.4,Hourly,Y,Work,Spring,Center C,284,Certified
107145,South America,India,Bachelor's,N,N,15575,1959,West,122349.66,Monthly,Y,Business,Fall,Center C,257,Certified
107146,Oceania,India,Bachelor's,N,Y,49527,1973,South,117704.62,Yearly,N,Tourist,Winter,Center A,99,Denied
107147,Europe,India,High School,Y,Y,2132,1982,Northeast,65147.74,Monthly,Y,Tourist,Winter,Center B,128,Certified
107148,North America,Brazil,PhD,Y,N,34512,1973,Northeast,50472.99,Yearly,Y,Dependent,Summer,Center D,333,Certified
107149,Africa,UAE,PhD,N,Y,21421,1954,South,56123.68,Weekly,N,Business,Spring,Center B,64,Certified
107150,Europe,Japan,Bachelor's,N,N,37575,2014,Northeast,145629.16,Weekly,Y,Work,Spring,Center C,34,Certified
107151,Europe,Australia,PhD,N,N,39266,1966,West,113211.38,Hourly,Y,PR,Winter,Center B,54,Certified
107152,North America,Canada,PhD,Y,Y,2518,2015,South,26648.35,Hourly,Y,Dependent,Spring,Center D,261,Denied
107153,Oceania,Canada,Bachelor's,N,Y,9626,1969,West,76662.48,Yearly,Y,Dependent,Fall,Center B,95,Certified
107154,South America,Canada,Master's,Y,N,39406,2015,Northeast,16146.7,Weekly,N,Business,Summer,Center D,84,Denied
107155,Oceania,Brazil,Diploma,Y,Y,29550,1994,West,122737.7,Yearly,Y,Dependent,Spring,Center C,58,Certified
107156,Oceania,Canada,Master's,N,N,2703,1970,Northeast,101679.92,Monthly,Y,Work,Spring,Center D,218,Certified
107157,North America,India,High School,N,Y,47749,1969,South,69802.39,Hourly,N,Tourist,Winter,Center B,160,Certified
107158,North America,Japan,PhD,N,N,33019,2004,West,88008.57,Monthly,Y,Work,Winter,Center B,301,Certified
107159,North America,Japan,PhD,Y,N,39489,2016,Northeast,13326.2,Yearly,Y,Business,Fall,Center B,179,Certified
107160,Oceania,India,PhD,Y,N,29537,1992,South,143758.68,Hourly,Y,Work,Spring,Center B,187,Certified
107161,Asia,Germany,Master's,Y,Y,37943,1998,West,27670.42,Hourly,N,Student,Summer,Center C,198,Certified
107162,Oceania,Australia,Master's,N,N,23706,1993,Midwest,66603.59,Monthly,Y,Business,Summer,Center C,89,Certified
107163,Africa,Canada,PhD,N,Y,48024,1996,West,107639.96,Hourly,N,Dependent,Spring,Center A,223,Certified
107164,North America,Germany,PhD,N,Y,3885,1962,West,103201.51,Monthly,Y,Student,Fall,Center D,354,Certified
107165,Africa,India,High School,N,N,27232,1975,West,48360.09,Weekly,Y,PR,Winter,Center D,212,Certified
107166,Oceania,Germany,Bachelor's,N,Y,2641,1954,South,125683.78,Monthly,N,Business,Summer,Center B,74,Certified
107167,Oceania,Brazil,High School,N,N,2577,2011,West,88904.96,Hourly,N,Business,Summer,Center C,27,Certified
107168,North America,Australia,PhD,Y,N,37363,2013,Northeast,40856.23,Monthly,N,Student,Spring,Center B,91,Certified
107169,South America,Brazil,PhD,Y,N,45685,2004,Northeast,8585.65,Weekly,Y,Business,Fall,Center A,43,Denied
107170,South America,China,Bachelor's,Y,Y,27199,1950,Midwest,16419.75,Monthly,Y,Dependent,Summer,Center C,8,Certified
107171,North America,UAE,Diploma,Y,Y,4135,1953,South,30059.06,Yearly,Y,Work,Summer,Center B,234,Certified
107172,Europe,China,High School,N,Y,27401,1998,West,96228.64,Weekly,Y,Student,Winter,Center B,42,Certified
107173,Africa,Nigeria,Master's,Y,Y,30765,1999,Midwest,140478.99,Hourly,Y,Student,Summer,Center D,213,Certified
107174,South America,China,Master's,Y,N,1232,1963,South,109844.95,Yearly,N,Dependent,Winter,Center D,309,Certified
107175,Asia,UK,Master's,Y,Y,19963,1961,West,21201.24,Hourly,Y,Tourist,Fall,Center A,200,Certified
107176,Europe,Japan,High School,N,Y,27541,1984,West,85720.23,Weekly,N,Business,Summer,Center B,270,Certified
107177,South America,Brazil,Bachelor's,Y,Y,8878,2004,Midwest,116246.71,Monthly,Y,PR,Winter,Center D,286,Certified
107178,Europe,Germany,High School,Y,N,22763,2018,Midwest,121109.12,Weekly,N,Student,Spring,Center C,62,Certified
107179,Oceania,Canada,Bachelor's,Y,N,18789,1980,West,104164.47,Weekly,N,Work,Winter,Center C,277,Certified
107180,Africa,Australia,High School,Y,N,9227,2011,Midwest,129121.06,Hourly,Y,Dependent,Fall,Center D,174,Certified
107181,Oceania,India,High School,N,N,26377,1963,Northeast,61072.72,Monthly,Y,Work,Fall,Center A,340,Certified
107182,Oceania,Canada,PhD,Y,N,16942,1950,South,123588.42,Weekly,Y,Tourist,Spring,Center A,15,Certified
107183,Europe,Canada,High School,N,N,6909,1987,South,9858.46,Weekly,Y,Work,Fall,Center B,173,Certified
107184,Asia,Brazil,Bachelor's,Y,N,27933,1969,Northeast,22935.89,Yearly,Y,Tourist,Spring,Center B,60,Certified
107185,Europe,Nigeria,Bachelor's,N,N,41688,2016,South,103940.25,Weekly,Y,Work,Summer,Center D,19,Certified
107186,Oceania,UAE,High School,N,Y,24883,1952,Northeast,6272.37,Weekly,Y,Student,Summer,Center D,75,Certified
107187,South America,Germany,Diploma,N,Y,10181,1977,South,62206.79,Hourly,Y,Student,Winter,Center C,298,Denied
107188,Asia,Nigeria,PhD,Y,Y,5273,2015,West,29149.89,Hourly,Y,Work,Winter,Center A,29,Denied
107189,Oceania,Canada,Bachelor's,Y,Y,37648,2010,South,60989.72,Yearly,Y,Tourist,Spring,Center B,220,Denied
107190,Africa,UAE,Bachelor's,Y,Y,40397,2015,Northeast,97781.65,Monthly,Y,Business,Spring,Center A,298,Certified
107191,South America,Germany,Master's,Y,N,7513,1976,Midwest,23054.12,Hourly,Y,Tourist,Winter,Center C,55,Denied
107192,Africa,Brazil,High School,Y,N,1579,1980,Northeast,20718.44,Monthly,Y,Tourist,Spring,Center D,38,Certified
107193,Oceania,Brazil,PhD,N,Y,10772,2023,Northeast,105216.39,Weekly,Y,Business,Winter,Center A,65,Certified
107194,North America,UAE,Diploma,Y,Y,478,2001,West,114002.2,Monthly,N,PR,Winter,Center D,274,Certified
107195,South America,Nigeria,Diploma,Y,N,36274,2021,Midwest,24315.35,Yearly,Y,Business,Fall,Center A,219,Certified
107196,Europe,UAE,Bachelor's,Y,Y,37613,2021,Northeast,36538.5,Yearly,N,Dependent,Summer,Center D,241,Certified
107197,Africa,Brazil,Master's,Y,N,10709,2019,West,139505.12,Weekly,Y,Business,Fall,Center C,28,Certified
107198,Europe,UAE,PhD,N,N,32340,1953,West,87718.96,Weekly,N,PR,Winter,Center A,343,Denied
107199,Oceania,UK,Bachelor's,Y,Y,23035,1967,South,139259.19,Hourly,N,Dependent,Spring,Center B,280,Certified
107200,Asia,UK,Master's,N,N,31884,1971,West,115399.92,Monthly,Y,Dependent,Winter,Center A,231,Denied
107201,Africa,India,PhD,Y,N,17891,1971,South,67882.93,Monthly,Y,Work,Spring,Center C,335,Certified
107202,Africa,Japan,Diploma,Y,Y,29649,1989,West,130777.53,Monthly,Y,PR,Fall,Center D,248,Certified
107203,Asia,Japan,PhD,N,Y,39484,2021,South,30640.74,Yearly,Y,PR,Summer,Center C,104,Certified
107204,Asia,China,High School,N,N,33635,1993,Northeast,12236.42,Weekly,N,PR,Fall,Center B,285,Certified
107205,Asia,Nigeria,Bachelor's,N,Y,48194,1975,Midwest,102997.88,Hourly,Y,Work,Spring,Center B,152,Certified
107206,Oceania,Japan,Master's,Y,N,5924,1990,Midwest,95935.98,Monthly,Y,PR,Spring,Center A,320,Certified
107207,Asia,Canada,Master's,N,N,33139,1999,South,69844.79,Hourly,Y,Student,Fall,Center A,163,Certified
107208,North America,Australia,Bachelor's,Y,N,41005,1987,West,139751.05,Hourly,Y,Student,Spring,Center B,90,Certified
107209,Africa,Japan,High School,Y,N,24880,1971,Northeast,66222.24,Hourly,Y,PR,Winter,Center D,320,Certified
107210,Oceania,India,Diploma,Y,N,33001,2007,Midwest,136753.11,Yearly,N,PR,Spring,Center D,244,Denied
